gene	gene_group	chrom	strand	tss	baseline_tss	is_baseline	transcript_count	transcript_ids	parent_gene_count	half_width_bp	start	end	state	replicate	mark	gsm	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iAT1	CUT1	H3K27me3	GSM8833588	0.5158427552618087	1.0	0.06891581585630774	1.0	True	2.9040243370595302
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iAT1	CUT1	H3K27me3	GSM8833588	0.23068999501690268	1.0	0.0544554955907166	1.0	True	2.0828058793047313
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iAT1	CUT1	H3K27me3	GSM8833588	0.017777565037831664	1.0	0.014324899949133395	1.0	True	0.3115326716136593
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iAT1	CUT1	H3K27me3	GSM8833588	0.0264406861346215	1.0	0.025456662883609534	1.0	True	0.054716306600758435
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iAT1	CUT1	H3K27me3	GSM8833588	0.19630537647753954	1.0	0.08139152163639665	1.0	True	1.270149261083537
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iAT1	CUT1	H3K27me3	GSM8833588	0.12613079620525242	1.0	0.05977394750341773	1.0	True	1.0773318409825112
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iAT1	CUT1	H3K27me3	GSM8833588	0.21553227693215013	1.0	0.16223616199195384	1.0	True	0.40980850745789144
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iAT1	CUT1	H3K27me3	GSM8833588	0.1185537698443979	1.0	0.05765907310396433	1.0	True	1.0399219890902067
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iAT1	CUT1	H3K27me3	GSM8833588	0.00465996028855443	1.0	0.030499023467302322	1.0	True	-2.7103734848720427
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iAT1	CUT1	H3K27me3	GSM8833588	0.014464225662872195	1.0	0.023373044683039187	1.0	True	-0.6923565874490146
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	1000	211862906	211864906	iAT1	CUT1	H3K27me3	GSM8833588	0.010549125168472529	1.0	0.025211839199066163	1.0	True	-1.2569780041667509
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	5000	211858906	211868906	iAT1	CUT1	H3K27me3	GSM8833588	0.01637224186770618	1.0	0.0226281480550766	1.0	True	-0.46686663058596994
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	1000	38731031	38733031	iAT1	CUT1	H3K27me3	GSM8833588	0.04127919557504356	1.0	0.011564110714942217	1.0	True	1.8357605302588944
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	5000	38727031	38737031	iAT1	CUT1	H3K27me3	GSM8833588	0.01917189225554466	1.0	0.015627172961831092	1.0	True	0.29493592647959005
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	1000	7578367	7580367	iAT1	CUT1	H3K27me3	GSM8833588	0.01040235229767859	1.0	0.04927769040688872	1.0	True	-2.24402483623478
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	5000	7574367	7584367	iAT1	CUT1	H3K27me3	GSM8833588	0.009998735170811415	1.0	0.03164502674713731	1.0	True	-1.6621612749624066
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	1000	7590593	7592593	iAT1	CUT1	H3K27me3	GSM8833588	0.0893097500540316	1.0	0.08902279866859317	1.0	True	0.004642828255424864
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	5000	7586593	7596593	iAT1	CUT1	H3K27me3	GSM8833588	0.029078881042078137	1.0	0.02868628173992038	1.0	True	0.019610774394606956
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	1000	35821305	35823305	iAT1	CUT1	H3K27me3	GSM8833588	0.4726921444199979	1.0	0.11212502675130963	1.0	True	2.0757925596744045
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	5000	35817305	35827305	iAT1	CUT1	H3K27me3	GSM8833588	0.20991828712448476	1.0	0.05792472779005766	1.0	True	1.8575765886662003
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	1000	22430327	22432327	iATCs	CUT2	H3K27me3	GSM8833589	0.7827979359719902	1.0	0.07806656237505376	1.0	True	3.3258633041933137
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	5000	22426327	22436327	iATCs	CUT2	H3K27me3	GSM8833589	0.5315350422769785	1.0	0.07013812253661454	1.0	True	2.92189408877977
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	1000	22431423	22433423	iATCs	CUT2	H3K27me3	GSM8833589	0.35765478614903984	1.0	0.04719314677640796	1.0	True	2.9219184710651995
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	5000	22427423	22437423	iATCs	CUT2	H3K27me3	GSM8833589	0.5739131286870688	1.0	0.07621944121085107	1.0	True	2.912601441056386
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	1000	22434720	22436720	iATCs	CUT2	H3K27me3	GSM8833589	0.3599638344906271	1.0	0.07601647173054517	1.0	True	2.2434679966519515
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	5000	22430720	22440720	iATCs	CUT2	H3K27me3	GSM8833589	0.47082953082211315	1.0	0.06907450175099075	1.0	True	2.7689796545311625
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	1000	22434742	22436742	iATCs	CUT2	H3K27me3	GSM8833589	0.36357861590757967	1.0	0.0780056867543608	1.0	True	2.220616141085421
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	5000	22430742	22440742	iATCs	CUT2	H3K27me3	GSM8833589	0.46676810081340375	1.0	0.06880656594894827	1.0	True	2.7620878223371657
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	1000	2362112	2364112	iATCs	CUT2	H3K27me3	GSM8833589	1.0414536182507872	1.0	0.3044917352255434	1.0	True	1.7741236146213382
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	5000	2358112	2368112	iATCs	CUT2	H3K27me3	GSM8833589	0.3176802966877818	1.0	0.09129679574370385	1.0	True	1.798939481593654
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	1000	30707839	30709839	iATCs	CUT2	H3K27me3	GSM8833589	0.22580047571472825	1.0	0.0777417469881475	1.0	True	1.5382870926287342
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	5000	30703839	30713839	iATCs	CUT2	H3K27me3	GSM8833589	0.17824820461571217	1.0	0.05338403810746968	1.0	True	1.739407201439707
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	1000	30708515	30710515	iATCs	CUT2	H3K27me3	GSM8833589	0.32599230566993354	1.0	0.08910869082435965	1.0	True	1.871199862581317
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	5000	30704515	30714515	iATCs	CUT2	H3K27me3	GSM8833589	0.2110764577165246	1.0	0.058661547113209964	1.0	True	1.8472786518516706
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	1000	188923867	188925867	iATCs	CUT2	H3K27me3	GSM8833589	0.33373281988315284	1.0	0.23377310759946704	1.0	True	0.5135845936400544
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	5000	188919867	188929867	iATCs	CUT2	H3K27me3	GSM8833589	0.11875770359300077	1.0	0.08369312362410128	1.0	True	0.5048401030762282
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	1000	85669254	85671254	iATCs	CUT2	H3K27me3	GSM8833589	0.08469168017618359	1.0	0.0987909224871546	1.0	True	-0.2221582332315134
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	5000	85665254	85675254	iATCs	CUT2	H3K27me3	GSM8833589	0.06407803064510226	1.0	0.07894342070966959	1.0	True	-0.30098922515615023
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	1000	85669796	85671796	iATCs	CUT2	H3K27me3	GSM8833589	0.07941146193444729	1.0	0.08939288735575975	1.0	True	-0.1708127910844872
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	5000	85665796	85675796	iATCs	CUT2	H3K27me3	GSM8833589	0.06447168195620179	1.0	0.07347510996870696	1.0	True	-0.1885899917002593
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	1000	32036443	32038443	iATCs	CUT2	H3K27me3	GSM8833589	0.0	1.0	0.04240275970846415	1.0	False	
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	5000	32032443	32042443	iATCs	CUT2	H3K27me3	GSM8833589	0.009557398995384573	1.0	0.034405298987403514	1.0	True	-1.8479408274884546
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	1000	13024716	13026716	iATCs	CUT2	H3K27me3	GSM8833589	0.31770298480056225	1.0	0.10808748467825353	1.0	True	1.5554791593547517
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	5000	13020716	13030716	iATCs	CUT2	H3K27me3	GSM8833589	0.11882583655826748	1.0	0.04641772821769118	1.0	True	1.3561007375848775
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	1000	13024791	13026791	iATCs	CUT2	H3K27me3	GSM8833589	0.32500823148153724	1.0	0.10873702385090292	1.0	True	1.579633010729034
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	5000	13020791	13030791	iATCs	CUT2	H3K27me3	GSM8833589	0.11791362745948136	1.0	0.04627970114350319	1.0	True	1.3492790092217
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	1000	13025225	13027225	iATCs	CUT2	H3K27me3	GSM8833589	0.33119687233120204	1.0	0.10504276473075151	1.0	True	1.6567122551146205
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	5000	13021225	13031225	iATCs	CUT2	H3K27me3	GSM8833589	0.11620275888592005	1.0	0.04485883420333266	1.0	True	1.3731802885196132
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	1000	13026416	13028416	iATCs	CUT2	H3K27me3	GSM8833589	0.13705870824679733	1.0	0.046908935546875	1.0	True	1.5468593262209438
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	5000	13022416	13032416	iATCs	CUT2	H3K27me3	GSM8833589	0.11189152431674301	1.0	0.04530133177749813	1.0	True	1.3044753889481038
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	1000	60143363	60145363	iATCs	CUT2	H3K27me3	GSM8833589	0.65272290757671	1.0	0.100171194113791	1.0	True	2.70400297484558
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	5000	60139363	60149363	iATCs	CUT2	H3K27me3	GSM8833589	0.2320308352082968	1.0	0.0469901383947581	1.0	True	2.303886619893196
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	1000	60144747	60146747	iATCs	CUT2	H3K27me3	GSM8833589	0.1289774066414684	1.0	0.046360915401950475	1.0	True	1.4761374086421228
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	5000	60140747	60150747	iATCs	CUT2	H3K27me3	GSM8833589	0.22848798304088414	1.0	0.04256109051369131	1.0	True	2.424511269433181
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	1000	60168118	60170118	iATCs	CUT2	H3K27me3	GSM8833589	0.08989629885181785	1.0	0.07053590924479067	1.0	True	0.34990381074402355
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	5000	60164118	60174118	iATCs	CUT2	H3K27me3	GSM8833589	0.026401127073913812	1.0	0.028794894045963883	1.0	True	-0.1252134934007189
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	1000	60168528	60170528	iATCs	CUT2	H3K27me3	GSM8833589	0.047313849162310365	1.0	0.048207999253645537	1.0	True	-0.027010021334320067
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	5000	60164528	60174528	iATCs	CUT2	H3K27me3	GSM8833589	0.025893923908099532	1.0	0.03128344201631844	1.0	True	-0.27278565183692144
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	1000	117839040	117841040	iATCs	CUT2	H3K27me3	GSM8833589	0.36942658462561667	1.0	0.06596889649517834	1.0	True	2.4854298117540488
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	5000	117835040	117845040	iATCs	CUT2	H3K27me3	GSM8833589	0.15906915593892335	1.0	0.047294597271829844	1.0	True	1.7499068283031451
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	1000	117839067	117841067	iATCs	CUT2	H3K27me3	GSM8833589	0.37351450612582265	1.0	0.06596889649517834	1.0	True	2.5013063965032725
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	5000	117835067	117845067	iATCs	CUT2	H3K27me3	GSM8833589	0.15906915593892335	1.0	0.047294597271829844	1.0	True	1.7499068283031451
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	1000	117840395	117842395	iATCs	CUT2	H3K27me3	GSM8833589	0.5074883341044187	1.0	0.14259423413313926	1.0	True	1.831459011816338
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	5000	117836395	117846395	iATCs	CUT2	H3K27me3	GSM8833589	0.15834998505935072	1.0	0.04688863528892398	1.0	True	1.7558065366352873
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	1000	49923862	49925862	iATCs	CUT2	H3K27me3	GSM8833589	0.5502411432862282	1.0	0.10246489658765495	1.0	True	2.4249342766043718
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	5000	49919862	49929862	iATCs	CUT2	H3K27me3	GSM8833589	0.2951399267617613	1.0	0.06693507251664996	1.0	True	2.1405648480930703
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	1000	52868656	52870656	iATCs	CUT2	H3K27me3	GSM8833589	0.042582457140088084	1.0	0.06456829310208559	1.0	True	-0.6005666889832988
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	5000	52864656	52874656	iATCs	CUT2	H3K27me3	GSM8833589	0.019020168436691166	1.0	0.039175364784896374	1.0	True	-1.0424166862304414
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	1000	52890056	52892056	iATCs	CUT2	H3K27me3	GSM8833589	0.04981197931431234	1.0	0.12659934025630354	1.0	True	-1.345705242736067
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	5000	52886056	52896056	iATCs	CUT2	H3K27me3	GSM8833589	0.017127604223787785	1.0	0.05884017010070384	1.0	True	-1.7804780531400901
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	1000	52913418	52915418	iATCs	CUT2	H3K27me3	GSM8833589	0.04129550073109567	1.0	0.061543871253728864	1.0	True	-0.5756305911779369
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	5000	52909418	52919418	iATCs	CUT2	H3K27me3	GSM8833589	0.020696957860514523	1.0	0.049978009494394064	1.0	True	-1.271874714469754
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	1000	75030890	75032890	iATCs	CUT2	H3K27me3	GSM8833589	0.041163036972284316	1.0	0.12097672822885215	1.0	True	-1.555308217141174
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	5000	75026890	75036890	iATCs	CUT2	H3K27me3	GSM8833589	0.029618460750207305	1.0	0.08163899716548621	1.0	True	-1.4627617939817048
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	1000	42382868	42384868	iATCs	CUT2	H3K27me3	GSM8833589	0.06319229864142835	1.0	0.08778932280838489	1.0	True	-0.47429674039421627
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	5000	42378868	42388868	iATCs	CUT2	H3K27me3	GSM8833589	0.026427605464681984	1.0	0.043973828316852454	1.0	True	-0.7345994254582849
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	1000	36496107	36498107	iATCs	CUT2	H3K27me3	GSM8833589	0.011355329677462578	1.0	0.020298124523833394	1.0	True	-0.8379768413739006
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	5000	36492107	36502107	iATCs	CUT2	H3K27me3	GSM8833589	0.025549469124525784	1.0	0.056428758585825564	1.0	True	-1.1431372964429494
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	1000	36498358	36500358	iATCs	CUT2	H3K27me3	GSM8833589	0.06290847195126116	1.0	0.14882576180808246	1.0	True	-1.2422980546538955
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	5000	36494358	36504358	iATCs	CUT2	H3K27me3	GSM8833589	0.028891720423847436	1.0	0.060488378573209045	1.0	True	-1.0660018738609793
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	1000	26700223	26702223	iATCs	CUT2	H3K27me3	GSM8833589	0.023656915733590723	1.0	0.08107068804651499	1.0	True	-1.7769183924531349
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	5000	26696223	26706223	iATCs	CUT2	H3K27me3	GSM8833589	0.028286105160042645	1.0	0.0839002184536308	1.0	True	-1.5685810277645096
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	1000	160656753	160658753	iATCs	CUT2	H3K27me3	GSM8833589	0.0028388324193656445	1.0	0.009580702796578407	1.0	True	-1.7548338022854835
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	5000	160652753	160662753	iATCs	CUT2	H3K27me3	GSM8833589	0.0027442046720534564	1.0	0.0151626852478832	1.0	True	-2.466065279663245
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	1000	42479027	42481027	iATCs	CUT2	H3K27me3	GSM8833589	0.11107391281239688	1.0	0.11109153629653155	1.0	True	-0.00022888629460229599
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	5000	42475027	42485027	iATCs	CUT2	H3K27me3	GSM8833589	0.07599355743415653	1.0	0.06486059222109616	1.0	True	0.22853491860762326
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	1000	192412469	192414469	iATCs	CUT2	H3K27me3	GSM8833589	0.0061508035752922295	1.0	0.03615093241259456	1.0	True	-2.555186048349713
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	5000	192408469	192418469	iATCs	CUT2	H3K27me3	GSM8833589	0.003879737639799714	1.0	0.016035501891747118	1.0	True	-2.04723850789422
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	1000	192447079	192449079	iATCs	CUT2	H3K27me3	GSM8833589	0.0018925549462437629	1.0	0.019790661893785	1.0	True	-3.3864127723055284
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	5000	192443079	192453079	iATCs	CUT2	H3K27me3	GSM8833589	0.005851778152212501	1.0	0.0135997315030545	1.0	True	-1.2166311875383378
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	1000	192605306	192607306	iATCs	CUT2	H3K27me3	GSM8833589	0.004485355222597718	1.0	0.016847450288012624	1.0	True	-1.9092361182561084
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	5000	192601306	192611306	iATCs	CUT2	H3K27me3	GSM8833589	0.005299153849482536	1.0	0.013193775219842791	1.0	True	-1.3160235126449207
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iATCs	CUT2	H3K27me3	GSM8833589	0.14307699629478157	1.0	0.10268813419528305	1.0	True	0.4785222511666229
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iATCs	CUT2	H3K27me3	GSM8833589	0.06955131433904171	1.0	0.09301813113726676	1.0	True	-0.41943417620655554
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iATCs	CUT2	H3K27me3	GSM8833589	0.020704547433182598	1.0	0.039195639740675685	1.0	True	-0.9207455047021273
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iATCs	CUT2	H3K27me3	GSM8833589	0.02436852685213089	1.0	0.027934255377948285	1.0	True	-0.19701632537471114
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iATCs	CUT2	H3K27me3	GSM8833589	0.14146827440708876	1.0	0.058357061725109814	1.0	True	1.2774994007993694
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iATCs	CUT2	H3K27me3	GSM8833589	0.11497257351875305	1.0	0.06718672706745565	1.0	True	0.7750415924666034
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iATCs	CUT2	H3K27me3	GSM8833589	0.2622700650244951	1.0	0.21765657725185156	1.0	True	0.26899953385952086
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iATCs	CUT2	H3K27me3	GSM8833589	0.10176256911978125	1.0	0.0675683333478868	1.0	True	0.5907878238773688
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iATCs	CUT2	H3K27me3	GSM8833589	0.005677664838731289	1.0	0.03357307889685035	1.0	True	-2.5639352566017917
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iATCs	CUT2	H3K27me3	GSM8833589	0.011434815513715148	1.0	0.03585865468606353	1.0	True	-1.6488882735614023
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	1000	211862906	211864906	iATCs	CUT2	H3K27me3	GSM8833589	0.015140435891225934	1.0	0.04971009409427643	1.0	True	-1.7151320931751417
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	5000	211858906	211868906	iATCs	CUT2	H3K27me3	GSM8833589	0.01147266587689519	1.0	0.042471780463308094	1.0	True	-1.8883039232746968
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	1000	38731031	38733031	iATCs	CUT2	H3K27me3	GSM8833589	0.021291239466518164	1.0	0.043762745110318066	1.0	True	-1.0394432985282167
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	5000	38727031	38737031	iATCs	CUT2	H3K27me3	GSM8833589	0.010503677744418382	1.0	0.03054866679944098	1.0	True	-1.5402148597656038
