accession,gene_short_name,tracking_id,gene_id,locus,FPKM,FPKM_lo,FPKM_hi,status
GSM2943031,Wls,Wls,Wls,chr3:159839694-159935175,143.891,131.806,155.976,OK
GSM2943031,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943031,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943031,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943031,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,1.46039,0.267987,2.6528,OK
GSM2943031,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943031,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943031,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943031,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943031,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943031,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943031,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0,0,0,OK
GSM2943031,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943031,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943031,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943031,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0.197978,0,0.87278,OK
GSM2943031,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943031,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943031,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943031,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943032,Actb,Actb,Actb,chr5:142903115-142906724,4143.1,4071.82,4214.38,OK
GSM2943032,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943032,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943032,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,99.6426,92.8979,106.387,OK
GSM2943032,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,424.445,411.169,437.721,OK
GSM2943032,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943032,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,35.5951,27.1049,44.0853,OK
GSM2943032,Mgp,Mgp,Mgp,chr6:136872434-136875805,16125,15829,16420.9,OK
GSM2943032,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0.806862,0.266537,1.34719,OK
GSM2943032,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943032,Porcn,Porcn,Porcn,chrX:8193849-8206525,0.311432,0,1.54496,OK
GSM2943032,Ppia,Ppia,Ppia,chr11:6415869-6419810,340.425,303.6,377.251,OK
GSM2943032,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943032,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,18.4976,10.4246,26.5705,OK
GSM2943032,Ubc,Ubc,Ubc,chr5:125385964-125390017,162.686,150.352,175.02,OK
GSM2943032,Wls,Wls,Wls,chr3:159839694-159935175,0.621635,0,1.44398,OK
GSM2943032,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943032,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943032,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943032,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943032,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943032,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943032,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943032,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943032,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943032,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943032,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0.145602,0,0.527637,OK
GSM2943032,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943032,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943032,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943032,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943032,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943032,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943032,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0.165033,0,0.495098,OK
GSM2943032,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943033,Actb,Actb,Actb,chr5:142903115-142906724,3459.6,3390.17,3529.02,OK
GSM2943033,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943033,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943033,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,52.5596,47.3426,57.7765,OK
GSM2943033,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,368.873,355.693,382.053,OK
GSM2943033,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943033,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,49.4515,38.7772,60.1258,OK
GSM2943033,Mgp,Mgp,Mgp,chr6:136872434-136875805,185.018,151.097,218.939,OK
GSM2943033,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0.365942,0,0.774898,OK
GSM2943033,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943033,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943033,Ppia,Ppia,Ppia,chr11:6415869-6419810,354.72,314.545,394.895,OK
GSM2943033,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943033,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,6.03123,1.10675,10.9557,OK
GSM2943033,Ubc,Ubc,Ubc,chr5:125385964-125390017,792.235,763.234,821.235,OK
GSM2943033,Wls,Wls,Wls,chr3:159839694-159935175,11.5248,8.20064,14.8489,OK
GSM2943033,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943033,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943033,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943033,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943033,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943033,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943033,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943033,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943033,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943033,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943033,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,6.11187,4.08051,8.14322,OK
GSM2943033,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943033,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943033,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943033,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943033,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943033,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943033,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943033,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943034,Actb,Actb,Actb,chr5:142903115-142906724,2278.81,2225.39,2332.23,OK
GSM2943034,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943034,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943034,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,196.793,187.238,206.349,OK
GSM2943034,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,585.312,569.597,601.026,OK
GSM2943034,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943034,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,75.7506,63.2034,88.2979,OK
GSM2943034,Mgp,Mgp,Mgp,chr6:136872434-136875805,9149.29,8921.15,9377.42,OK
GSM2943034,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,4.6704,3.42242,5.91838,OK
GSM2943034,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943034,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943034,Ppia,Ppia,Ppia,chr11:6415869-6419810,200.384,171.586,229.182,OK
GSM2943034,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943034,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,20.0759,11.5155,28.6362,OK
GSM2943034,Ubc,Ubc,Ubc,chr5:125385964-125390017,854.395,825.858,882.932,OK
GSM2943034,Wls,Wls,Wls,chr3:159839694-159935175,24.4853,19.9202,29.0505,OK
GSM2943034,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943034,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943034,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,102.03,91.7299,112.33,OK
GSM2943034,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,2.83934,1.32165,4.35703,OK
GSM2943034,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943034,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943034,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943034,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943034,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943034,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943034,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,8.29318,6.06253,10.5238,OK
GSM2943034,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0.969671,0,1.93934,OK
GSM2943034,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943034,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943034,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943034,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943034,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943034,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943034,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943035,Actb,Actb,Actb,chr5:142903115-142906724,2212.64,2142.97,2282.32,OK
GSM2943035,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943035,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943035,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,13.0079,9.7559,16.2598,OK
GSM2943035,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,120.224,110.797,129.652,OK
GSM2943035,Epcam,Epcam,Epcam,chr17:87635978-87651127,3.47788,0.848851,6.10692,OK
GSM2943035,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,4.09568,0.234236,7.95713,OK
GSM2943035,Mgp,Mgp,Mgp,chr6:136872434-136875805,2850.08,2681.55,3018.61,OK
GSM2943035,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,39.6249,34.8461,44.4038,OK
GSM2943035,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943035,Porcn,Porcn,Porcn,chrX:8193849-8206525,3.34365,0.0147029,6.67259,OK
GSM2943035,Ppia,Ppia,Ppia,chr11:6415869-6419810,220.756,180.756,260.756,OK
GSM2943035,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943035,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,3.19627,0,7.71647,OK
GSM2943035,Ubc,Ubc,Ubc,chr5:125385964-125390017,1243.99,1198.41,1289.57,OK
GSM2943035,Wls,Wls,Wls,chr3:159839694-159935175,0,0,0,OK
GSM2943035,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943035,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943035,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943035,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943035,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943035,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943035,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0.271758,0,0.815273,OK
GSM2943035,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943035,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943035,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,21.5258,16.8601,26.1915,OK
GSM2943035,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,3.63264,1.64158,5.62369,OK
GSM2943035,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943035,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943035,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943035,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943035,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943035,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943035,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943035,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943036,Actb,Actb,Actb,chr5:142903115-142906724,4118.45,4046.43,4190.46,OK
GSM2943036,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943036,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943036,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,65.6132,60.0826,71.1437,OK
GSM2943036,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,331.524,319.669,343.378,OK
GSM2943036,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943036,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,59.0364,47.9241,70.1486,OK
GSM2943036,Mgp,Mgp,Mgp,chr6:136872434-136875805,11472.1,11215.4,11728.8,OK
GSM2943036,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,69.5506,64.7258,74.3755,OK
GSM2943036,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943036,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943036,Ppia,Ppia,Ppia,chr11:6415869-6419810,317.427,281.026,353.829,OK
GSM2943036,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943036,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,1.83988,0,4.44185,OK
GSM2943036,Ubc,Ubc,Ubc,chr5:125385964-125390017,1087.68,1055.4,1119.96,OK
GSM2943036,Wls,Wls,Wls,chr3:159839694-159935175,27.7921,22.9183,32.6658,OK
GSM2943036,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943036,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943036,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943036,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943036,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943036,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943036,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943036,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943036,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943036,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943036,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,8.03549,5.83397,10.237,OK
GSM2943036,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943036,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943036,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943036,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943036,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943036,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943036,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943036,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943037,Actb,Actb,Actb,chr5:142903115-142906724,2953.92,2891.16,3016.68,OK
GSM2943037,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943037,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943037,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,37.8714,33.5415,42.2013,OK
GSM2943037,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,194.547,185.189,203.906,OK
GSM2943037,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943037,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,33.3614,24.7797,41.9432,OK
GSM2943037,Mgp,Mgp,Mgp,chr6:136872434-136875805,4577.52,4411.99,4743.06,OK
GSM2943037,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,6.20922,4.69631,7.72213,OK
GSM2943037,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943037,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943037,Ppia,Ppia,Ppia,chr11:6415869-6419810,176.496,148.719,204.272,OK
GSM2943037,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943037,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,15.4417,7.72083,23.1625,OK
GSM2943037,Ubc,Ubc,Ubc,chr5:125385964-125390017,408.775,388.4,429.149,OK
GSM2943037,Wls,Wls,Wls,chr3:159839694-159935175,83.0139,74.3598,91.6679,OK
GSM2943037,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943037,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943037,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943037,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943037,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943037,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943037,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943037,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943037,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943037,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943037,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,53.0703,47.2736,58.8669,OK
GSM2943037,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943037,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943037,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943037,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943037,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943037,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943037,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943037,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943038,Actb,Actb,Actb,chr5:142903115-142906724,3747.77,3673.21,3822.33,OK
GSM2943038,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943038,Axin2,Axin2,Axin2,chr11:108920348-108950781,8.39018,6.12751,10.6528,OK
GSM2943038,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,44.5547,39.6042,49.5052,OK
GSM2943038,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,168.193,159.02,177.365,OK
GSM2943038,Epcam,Epcam,Epcam,chr17:87635978-87651127,120.432,107.711,133.153,OK
GSM2943038,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,9.32477,4.53601,14.1135,OK
GSM2943038,Mgp,Mgp,Mgp,chr6:136872434-136875805,2430.38,2302.72,2558.03,OK
GSM2943038,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0,0,0,OK
GSM2943038,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943038,Porcn,Porcn,Porcn,chrX:8193849-8206525,125.835,112.004,139.666,OK
GSM2943038,Ppia,Ppia,Ppia,chr11:6415869-6419810,257.434,221.968,292.9,OK
GSM2943038,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943038,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,10.779,3.96176,17.5962,OK
GSM2943038,Ubc,Ubc,Ubc,chr5:125385964-125390017,847.814,816.872,878.757,OK
GSM2943038,Wls,Wls,Wls,chr3:159839694-159935175,9.0044,5.95361,12.0552,OK
GSM2943038,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943038,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943038,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943038,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943038,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943038,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943038,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943038,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943038,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943038,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943038,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0,0,0,OK
GSM2943038,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943038,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943038,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943038,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943038,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943038,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943038,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943038,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943039,Actb,Actb,Actb,chr5:142903115-142906724,2506.32,2449.28,2563.36,OK
GSM2943039,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943039,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943039,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,15.1279,12.4325,17.8233,OK
GSM2943039,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,79.5827,73.6877,85.4777,OK
GSM2943039,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943039,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,41.3473,31.9029,50.7916,OK
GSM2943039,Mgp,Mgp,Mgp,chr6:136872434-136875805,1145.17,1062.69,1227.66,OK
GSM2943039,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,76.2234,71.0294,81.4173,OK
GSM2943039,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943039,Porcn,Porcn,Porcn,chrX:8193849-8206525,2.63764,0.45851,4.81677,OK
GSM2943039,Ppia,Ppia,Ppia,chr11:6415869-6419810,161.685,135.282,188.088,OK
GSM2943039,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943039,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,87.8604,69.5898,106.131,OK
GSM2943039,Ubc,Ubc,Ubc,chr5:125385964-125390017,599.488,575.158,623.817,OK
GSM2943039,Wls,Wls,Wls,chr3:159839694-159935175,141.338,130.208,152.468,OK
GSM2943039,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943039,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943039,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943039,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,1.05021,0.110874,1.98955,OK
