cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,135,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11282932416953037,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,135,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.055593348450491305,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,135,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.15246277205040093,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07809446802776093,True,Cldn4;Slc4a11
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07925696594427245,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.06580510992275698,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4507283633247643,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.21446828950302776,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5023536184767516,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.21786492374727665,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11700694023313793,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06892757102841136,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,153,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13978168587022438,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07957235586101566,True,Cldn4;Slc4a11
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07875243664717349,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.06397306397306397,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.48700371322479297,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.18153008651696317,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.2998272884283247,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.26419753086419756,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11328751431844215,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.05634920634920635,True,
GSE300288,GSM9057709,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,135,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.14883543337151584,True,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.06398862424457874,False,Cldn4;Slc4a11
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.06533575317604357,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.055250783699059565,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.42531690452974025,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.21277943705312702,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5154547078792211,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.16666666666666666,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.10984713828652684,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06579873328641803,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,29,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.12726626377532882,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.056925145674585384,False,Cldn4;Slc4a11
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.05675057208237986,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.04397233201581028,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4504303118363697,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.22241241583932445,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.2704437936472178,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.14492753623188406,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.09166293142088748,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.04702750665483585,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,23,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.1270730614074406,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.0661215783860647,False,Cldn4;Slc4a11
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.06751361161524502,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.05721003134796238,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.42239163194752244,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20771110507738258,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5066106842951581,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.16666666666666666,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.1091361535726982,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06562280084447572,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,29,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.12513330963384287,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.05871806364858807,False,Cldn4;Slc4a11
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.057665903890160186,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.048418972332015815,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.44037107410305126,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.22663471413899347,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.26458661860779453,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.10869565217391304,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.09412819363514119,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.051907719609582965,False,
GSE300288,GSM9057712,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,23,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13334827431645002,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.06513589503280225,True,Cldn4;Slc4a11
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.06641148325358852,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.05464876033057851,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4491236270156579,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20112145072774992,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5092322185586434,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.22878787878787876,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11419868791002809,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06604823747680891,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,110,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13186504217432052,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.04408105225737647,False,Cldn4;Slc4a11
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.042831215970961886,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.03409090909090909,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4363088378689832,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.2047244094488189,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.24611398963730569,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.1264367816091954,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.08762886597938144,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.04750175932441942,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,29,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.12246711695698544,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.06597938144329897,True,Cldn4;Slc4a11
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.06727272727272728,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.055475206611570245,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4473942509932226,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20116917203531376,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5120348563353744,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.24090909090909088,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11293345829428303,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06386827458256028,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,110,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.1325679475164011,True,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.04265908282971916,False,Cldn4;Slc4a11
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.042105263157894736,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.031739811912225704,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.437195284106019,False,
