class_key	mouse	human
52144599	Sec24c	SEC24C
52125849	Sec24d	SEC24D
52126332	Sec31a	SEC31A
52133624	Sec31b	SEC31B
52126374	Sec61a1	SEC61A1
52144600	Sec61a2	SEC61A2
52128425	Sec61b	SEC61B
52139558	Sec61g	SEC61G
52128936	Sec62	SEC62
52139533	Sec63	SEC63
52131752	Secisbp2	SECISBP2
52138575	Secisbp2l	SECISBP2L
52128330	Seh1l	SEH1L
52130224	Sel1l	SEL1L
52144604	Sel1l3	SEL1L3
52134567	Sell	SELL
52140687	Selplg	SELPLG
52133838	Sema3b	SEMA3B
52134979	Sema3c	SEMA3C
52130119	Sema3e	SEMA3E
52133496	Sema3f	SEMA3F
52144606	Sema3g	SEMA3G
52135712	Sema4a	SEMA4A
52133958	Sema4b	SEMA4B
52133600	Sema4c	SEMA4C
52140808	Sema4d	SEMA4D
52133881	Sema4g	SEMA4G
52136712	Sema5a	SEMA5A
52130158	Sema6a	SEMA6A
52134135	Sema6b	SEMA6B
52133634	Sema6c	SEMA6C
52133635	Sema6d	SEMA6D
52129476	Sema7a	SEMA7A
52130316	Senp1	SENP1
52132011	Senp2	SENP2
52128339	Senp3	SENP3
52134558	Senp5	SENP5
52129593	Senp6	SENP6
52129242	Senp7	SENP7
52138128	Senp8	SENP8
52137054	Sephs1	SEPHS1
52126526	Sephs2	SEPHS2
52136026	Sepsecs	SEPSECS
52139898	Serac1	SERAC1
52129560	Serbp1	SERBP1
52133641	Serf2	SERF2
52140118	Sergef	SERGEF
52136245	Serinc1	SERINC1
52131866	Serinc2	SERINC2
52144611	Serinc3	SERINC3
52140746	Serinc4	SERINC4
52133470	Serinc5	SERINC5
52129624	Serp1	SERP1
52134095	Serp2	SERP2
52144612	Serpinb10	SERPINB10
52125423	Serpinc1	SERPINC1
52138745	Serpine2	SERPINE2
52133642	Serpinf2	SERPINF2
52125887	Serping1	SERPING1
52126232	Serpinh1	SERPINH1
52134128	Serpini1	SERPINI1
52137935	Sertad1	SERTAD1
52131885	Sertad2	SERTAD2
52137934	Sertad3	SERTAD3
52135145	Sertad4	SERTAD4
52134687	Sesn1	SESN1
52140124	Sesn2	SESN2
52126259	Sesn3	SESN3
52126252	Sestd1	SESTD1
52134238	Setbp1	SETBP1
52140300	Setd1a	SETD1A
52131934	Setd1b	SETD1B
52129168	Setd2	SETD2
52128685	Setd3	SETD3
52137860	Setd4	SETD4
52140302	Setd5	SETD5
52136874	Setd6	SETD6
52133646	Setd7	SETD7
52131690	Setdb1	SETDB1
52137339	Setdb2	SETDB2
52138579	Setmar	SETMAR
52137310	Setx	SETX
52144627	Sez6l	SEZ6L
52135527	Sez6l2	SEZ6L2
52136981	Sf1	SF1
52135930	Sf3a1	SF3A1
52138765	Sf3a2	SF3A2
52137195	Sf3a3	SF3A3
52136376	Sf3b1	SF3B1
52128919	Sf3b2	SF3B2
52131294	Sf3b3	SF3B3
52126989	Sf3b4	SF3B4
52134757	Sf3b5	SF3B5
52140265	Sfi1	SFI1
52136986	Sfmbt1	SFMBT1
52136697	Sfn	SFN
52130921	Sfpq	SFPQ
52132405	Sfr1	SFR1
52133650	Sfrp1	SFRP1
52130927	Sfrp2	SFRP2
52133649	Sfrp5	SFRP5
52133658	Sfswap	SFSWAP
52125934	Sft2d1	SFT2D1
52131705	Sft2d2	SFT2D2
52130136	Sft2d3	SFT2D3
52144629	Sfta2	SFTA2
52137408	Sfxn1	SFXN1
52136632	Sfxn2	SFXN2
52138363	Sfxn3	SFXN3
52131854	Sfxn4	SFXN4
52133659	Sfxn5	SFXN5
52128333	Sgcb	SGCB
52135327	Sgip1	SGIP1
52126130	Sgk1	SGK1
52130447	Sgk2	SGK2
52133665	Sgms1	SGMS1
52133666	Sgms2	SGMS2
52144634	Sgpl1	SGPL1
52129725	Sgpp1	SGPP1
52136088	Sgpp2	SGPP2
52137157	Sgsh	SGSH
52133668	Sgsm1	SGSM1
52135823	Sgsm2	SGSM2
52133409	Sgsm3	SGSM3
52130325	Sgta	SGTA
52133669	Sgtb	SGTB
52138348	Sh2b1	SH2B1
52144635	Sh2b2	SH2B2
52127491	Sh2b3	SH2B3
52133671	Sh2d1a	SH2D1A
52144638	Sh2d2a	SH2D2A
52133672	Sh2d3c	SH2D3C
52138777	Sh2d4a	SH2D4A
52128379	Sh2d5	SH2D5
52140347	Sh2d6	SH2D6
52133853	Sh2d7	SH2D7
52137416	Sh3bgr	SH3BGR
52138975	Sh3bgrl	SH3BGRL
52139349	Sh3bgrl2	SH3BGRL2
52135217	Sh3bgrl3	SH3BGRL3
52140758	Sh3bp1	SH3BP1
52134497	Sh3bp2	SH3BP2
52133674	Sh3bp4	SH3BP4
52133675	Sh3bp5	SH3BP5
52132145	Sh3bp5l	SH3BP5L
52137917	Sh3d19	SH3D19
52126588	Sh3gl1	SH3GL1
52133676	Sh3gl2	SH3GL2
52129526	Sh3glb1	SH3GLB1
52133678	Sh3glb2	SH3GLB2
52127019	Sh3kbp1	SH3KBP1
52133679	Sh3pxd2a	SH3PXD2A
52131925	Sh3pxd2b	SH3PXD2B
52129968	Sh3rf1	SH3RF1
52135591	Sh3rf2	SH3RF2
52144640	Sh3tc1	SH3TC1
52135213	Sh3tc2	SH3TC2
52133442	Sh3yl1	SH3YL1
52134976	Shank1	SHANK1
52133681	Shank2	SHANK2
52135090	Shank3	SHANK3
52135953	Sharpin	SHARPIN
52144641	Shb	SHB
52135425	Shc1	SHC1
52135791	Shc2	SHC2
52144642	Shc4	SHC4
52126255	Shcbp1	SHCBP1
52144643	Shcbp1l	SHCBP1L
52134786	Shf	SHF
52129589	Shh	SHH
52133481	Shisa2	SHISA2
52137776	Shisa4	SHISA4
52133687	Shisa5	SHISA5
52133688	Shisa7	SHISA7
52140796	Shkbp1	SHKBP1
52139053	Shmt1	SHMT1
52140241	Shmt2	SHMT2
52134075	Shoc2	SHOC2
52140602	Shprh	SHPRH
52138312	Shq1	SHQ1
52134422	Shroom1	SHROOM1
52130037	Shroom2	SHROOM2
52140711	Shroom3	SHROOM3
52144650	Shroom4	SHROOM4
52138821	Siae	SIAE
52133693	Siah2	SIAH2
52144652	Sidt1	SIDT1
52126301	Sidt2	SIDT2
52133597	Sigirr	SIGIRR
52132850	Sigmar1	SIGMAR1
52130276	Sik1	SIK1
52135522	Sik2	SIK2
52139045	Sik3	SIK3
52134637	Sike1	SIKE1
52134202	Sil1	SIL1
52134244	Simc1	SIMC1
52129159	Sin3a	SIN3A
52130235	Sin3b	SIN3B
52139701	Sipa1	SIPA1
52126477	Sipa1l1	SIPA1L1
52131556	Sipa1l2	SIPA1L2
52135073	Sipa1l3	SIPA1L3
52144655	Sirpa	SIRPA
52131808	Sirt1	SIRT1
52136870	Sirt2	SIRT2
52138378	Sirt3	SIRT3
52131615	Sirt4	SIRT4
52139455	Sirt5	SIRT5
52139319	Sirt6	SIRT6
52134559	Sirt7	SIRT7
52131396	Siva1	SIVA1
52136002	Six5	SIX5
52129334	Ska1	SKA1
52131637	Ska2	SKA2
52129365	Ska3	SKA3
52140403	Skap1	SKAP1
52133577	Skap2	SKAP2
52129315	Ski	SKI
52135627	Skil	SKIL
52131135	Skp2	SKP2
52136025	Sla	SLA
52134562	Sla2	SLA2
52130092	Slain1	SLAIN1
52135778	Slain2	SLAIN2
52144662	Slamf1	SLAMF1
52144663	Slamf6	SLAMF6
52144664	Slamf7	SLAMF7
52126180	Slbp	SLBP
52125549	Slc10a2	SLC10A2
52139299	Slc10a3	SLC10A3
52144667	Slc10a5	SLC10A5
52139440	Slc10a7	SLC10A7
52126384	Slc11a1	SLC11A1
52126383	Slc11a2	SLC11A2
52132251	Slc12a2	SLC12A2
52144669	Slc12a3	SLC12A3
52132007	Slc12a4	SLC12A4
52132096	Slc12a5	SLC12A5
52133743	Slc12a6	SLC12A6
52125762	Slc12a7	SLC12A7
52129846	Slc12a8	SLC12A8
52130399	Slc12a9	SLC12A9
52133441	Slc13a1	SLC13A1
52138442	Slc13a4	SLC13A4
52129753	Slc14a1	SLC14A1
52129752	Slc14a2	SLC14A2
52129720	Slc15a1	SLC15A1
52133048	Slc15a2	SLC15A2
52144670	Slc15a3	SLC15A3
52138831	Slc15a4	SLC15A4
52134168	Slc15a5	SLC15A5
52126438	Slc16a1	SLC16A1
52132394	Slc16a10	SLC16A10
52140717	Slc16a11	SLC16A11
52131648	Slc16a12	SLC16A12
52140718	Slc16a13	SLC16A13
52132396	Slc16a2	SLC16A2
52132395	Slc16a3	SLC16A3
52138341	Slc16a4	SLC16A4
52135324	Slc16a5	SLC16A5
52128908	Slc16a6	SLC16A6
52140166	Slc16a7	SLC16A7
52140757	Slc16a8	SLC16A8
52136027	Slc16a9	SLC16A9
52133482	Slc17a5	SLC17A5
52125565	Slc17a8	SLC17A8
52130613	Slc17a9	SLC17A9
52144672	Slc18a1	SLC18A1
52136590	Slc18a2	SLC18A2
52137379	Slc18b1	SLC18B1
52130278	Slc19a1	SLC19A1
52134196	Slc19a2	SLC19A2
52134074	Slc19a3	SLC19A3
52128057	Slc1a1	SLC1A1
52128056	Slc1a2	SLC1A2
52128054	Slc1a3	SLC1A3
52136003	Slc1a4	SLC1A4
52140149	Slc1a5	SLC1A5
52128058	Slc1a7	SLC1A7
52126101	Slc20a1	SLC20A1
52129894	Slc20a2	SLC20A2
52132828	Slc22a1	SLC22A1
52138495	Slc22a15	SLC22A15
52134231	Slc22a17	SLC22A17
52129465	Slc22a23	SLC22A23
52132830	Slc22a3	SLC22A3
52125901	Slc22a4	SLC22A4
52140316	Slc23a1	SLC23A1
52140387	Slc23a2	SLC23A2
52135990	Slc23a3	SLC23A3
52130728	Slc24a5	SLC24A5
52140781	Slc25a1	SLC25A1
52133745	Slc25a10	SLC25A10
52128361	Slc25a11	SLC25A11
52125474	Slc25a12	SLC25A12
52144680	Slc25a13	SLC25A13
52136414	Slc25a14	SLC25A14
52132914	Slc25a15	SLC25A15
52137032	Slc25a16	SLC25A16
52135670	Slc25a17	SLC25A17
52137809	Slc25a19	SLC25A19
52139250	Slc25a20	SLC25A20
52138198	Slc25a21	SLC25A21
52126239	Slc25a22	SLC25A22
52134217	Slc25a23	SLC25A23
52139492	Slc25a24	SLC25A24
52135746	Slc25a25	SLC25A25
52133420	Slc25a26	SLC25A26
52136413	Slc25a27	SLC25A27
52132436	Slc25a28	SLC25A28
52137962	Slc25a29	SLC25A29
52136030	Slc25a3	SLC25A3
52129962	Slc25a32	SLC25A32
52137148	Slc25a33	SLC25A33
52139012	Slc25a34	SLC25A34
52134592	Slc25a35	SLC25A35
52139486	Slc25a36	SLC25A36
52129573	Slc25a37	SLC25A37
52138124	Slc25a38	SLC25A38
52138929	Slc25a39	SLC25A39
52128431	Slc25a4	SLC25A4
52139499	Slc25a40	SLC25A40
52138172	Slc25a42	SLC25A42
52133727	Slc25a43	SLC25A43
52137574	Slc25a44	SLC25A44
52144683	Slc25a45	SLC25A45
52139540	Slc25a46	SLC25A46
52136031	Slc25a47	SLC25A47
52139408	Slc25a48	SLC25A48
52127008	Slc25a5	SLC25A5
52144684	Slc25a53	SLC25A53
52137105	Slc26a11	SLC26A11
52139775	Slc26a2	SLC26A2
52135554	Slc26a3	SLC26A3
52135555	Slc26a4	SLC26A4
52136032	Slc26a6	SLC26A6
52144686	Slc26a8	SLC26A8
52129262	Slc27a1	SLC27A1
52129182	Slc27a2	SLC27A2
52144688	Slc27a3	SLC27A3
52128680	Slc27a4	SLC27A4
52140130	Slc27a5	SLC27A5
52135436	Slc28a1	SLC28A1
52144689	Slc28a3	SLC28A3
52136033	Slc29a1	SLC29A1
52137748	Slc29a2	SLC29A2
52135575	Slc29a3	SLC29A3
52134081	Slc29a4	SLC29A4
52129391	Slc2a1	SLC2A1
52130706	Slc2a10	SLC2A10
52139040	Slc2a12	SLC2A12
52136034	Slc2a13	SLC2A13
52130707	Slc2a2	SLC2A2
52128944	Slc2a5	SLC2A5
52130709	Slc2a6	SLC2A6
52133478	Slc2a8	SLC2A8
52129727	Slc2a9	SLC2A9
52136035	Slc30a1	SLC30A1
52139738	Slc30a10	SLC30A10
52134505	Slc30a2	SLC30A2
52144692	Slc30a3	SLC30A3
52139001	Slc30a4	SLC30A4
52137179	Slc30a5	SLC30A5
52139229	Slc30a6	SLC30A6
52137187	Slc30a7	SLC30A7
52134489	Slc30a9	SLC30A9
52127280	Slc31a1	SLC31A1
52133480	Slc31a2	SLC31A2
52138922	Slc33a1	SLC33A1
52132761	Slc34a1	SLC34A1
52132612	Slc34a2	SLC34A2
52144693	Slc34a3	SLC34A3
52137348	Slc35a1	SLC35A1
52133724	Slc35a2	SLC35A2
52133850	Slc35a3	SLC35A3
52129534	Slc35a4	SLC35A4
52133721	Slc35a5	SLC35A5
52137314	Slc35b1	SLC35B1
52132985	Slc35b2	SLC35B2
52132986	Slc35b3	SLC35B3
52129248	Slc35b4	SLC35B4
52129207	Slc35c1	SLC35C1
52136037	Slc35d1	SLC35D1
52140255	Slc35d2	SLC35D2
52140925	Slc35d3	SLC35D3
52129228	Slc35e1	SLC35E1
52135909	Slc35e3	SLC35E3
52137686	Slc35e4	SLC35E4
52134239	Slc35f2	SLC35F2
52144696	Slc35f5	SLC35F5
52133456	Slc35f6	SLC35F6
52134223	Slc35g1	SLC35G1
52131485	Slc35g2	SLC35G2
52140113	Slc36a1	SLC36A1
52131886	Slc36a4	SLC36A4
52137516	Slc37a1	SLC37A1
52125767	Slc37a2	SLC37A2
52140910	Slc37a3	SLC37A3
52129370	Slc37a4	SLC37A4
52144698	Slc38a1	SLC38A1
52128970	Slc38a10	SLC38A10
52137704	Slc38a11	SLC38A11
52126148	Slc38a2	SLC38A2
52138494	Slc38a3	SLC38A3
52137136	Slc38a4	SLC38A4
52136709	Slc38a6	SLC38A6
52126360	Slc38a7	SLC38A7
52136038	Slc38a8	SLC38A8
52138300	Slc38a9	SLC38A9
52126486	Slc39a1	SLC39A1
52138888	Slc39a10	SLC39A10
52139585	Slc39a11	SLC39A11
52133717	Slc39a13	SLC39A13
52133484	Slc39a14	SLC39A14
52137089	Slc39a3	SLC39A3
52139586	Slc39a4	SLC39A4
52137084	Slc39a5	SLC39A5
52132252	Slc39a6	SLC39A6
52131127	Slc39a7	SLC39A7
52134205	Slc39a8	SLC39A8
52137068	Slc39a9	SLC39A9
52135262	Slc3a1	SLC3A1
52129553	Slc3a2	SLC3A2
52129801	Slc40a1	SLC40A1
52129726	Slc41a1	SLC41A1
52135402	Slc41a2	SLC41A2
52144700	Slc41a3	SLC41A3
52129976	Slc43a1	SLC43A1
52126645	Slc43a2	SLC43A2
52138083	Slc43a3	SLC43A3
52126869	Slc44a1	SLC44A1
52126361	Slc44a2	SLC44A2
52144701	Slc44a3	SLC44A3
52138972	Slc44a4	SLC44A4
52138461	Slc45a3	SLC45A3
52136039	Slc45a4	SLC45A4
52138811	Slc46a1	SLC46A1
52140431	Slc46a3	SLC46A3
52130229	Slc48a1	SLC48A1
52135052	Slc4a11	SLC4A11
52140299	Slc4a1ap	SLC4A1AP
52125263	Slc4a2	SLC4A2
52125264	Slc4a3	SLC4A3
52131085	Slc4a4	SLC4A4
52133525	Slc4a5	SLC4A5
52139698	Slc4a7	SLC4A7
52135540	Slc4a8	SLC4A8
52133284	Slc50a1	SLC50A1
52128939	Slc51a	SLC51A
52140893	Slc51b	SLC51B
52136040	Slc52a3	SLC52A3
52133663	Slc5a1	SLC5A1
52135926	Slc5a10	SLC5A10
52139403	Slc5a11	SLC5A11
52138964	Slc5a12	SLC5A12
52139283	Slc5a2	SLC5A2
52133571	Slc5a3	SLC5A3
52135651	Slc5a6	SLC5A6
52134904	Slc5a8	SLC5A8
52140294	Slc5a9	SLC5A9
52130153	Slc6a1	SLC6A1
52140915	Slc6a13	SLC6A13
52127406	Slc6a3	SLC6A3
52133643	Slc6a4	SLC6A4
52129379	Slc6a6	SLC6A6
52144708	Slc6a7	SLC6A7
52126947	Slc6a8	SLC6A8
52130711	Slc6a9	SLC6A9
52134733	Slc7a1	SLC7A1
52140879	Slc7a11	SLC7A11
52137630	Slc7a2	SLC7A2
52133708	Slc7a4	SLC7A4
52132199	Slc7a5	SLC7A5
52131095	Slc7a6	SLC7A6
52131562	Slc7a6os	SLC7A6OS
52136463	Slc7a7	SLC7A7
52134010	Slc7a8	SLC7A8
52140253	Slc7a9	SLC7A9
52139663	Slc8b1	SLC8B1
52132672	Slc9a1	SLC9A1
52132673	Slc9a2	SLC9A2
52132675	Slc9a3	SLC9A3
52132676	Slc9a5	SLC9A5
52130500	Slc9a6	SLC9A6
52132677	Slc9a7	SLC9A7
52130227	Slc9a8	SLC9A8
52144710	Slc9a9	SLC9A9
52140588	Slc9b1	SLC9B1
52140587	Slc9b2	SLC9B2
52132816	Slco2a1	SLCO2A1
52131967	Slco2b1	SLCO2B1
52132817	Slco3a1	SLCO3A1
52132818	Slco4a1	SLCO4A1
52132819	Slco5a1	SLCO5A1
52133471	Slirp	SLIRP
52127011	Slit1	SLIT1
52139750	Slit2	SLIT2
52144726	Slitrk6	SLITRK6
52129060	Slk	SLK
52128340	Slmap	SLMAP
52144728	Slpi	SLPI
52137101	Sltm	SLTM
52129619	Slu7	SLU7
52125835	Slx4	SLX4
52138970	Slx4ip	SLX4IP
52128875	Smad1	SMAD1
52130151	Smad2	SMAD2
52132329	Smad3	SMAD3
52130598	Smad4	SMAD4
52128982	Smad5	SMAD5
52132330	Smad6	SMAD6
52130222	Smad7	SMAD7
52132331	Smad9	SMAD9
52144731	Smagp	SMAGP
52133707	Smap1	SMAP1
52135919	Smap2	SMAP2
52135067	Smarca1	SMARCA1
52136690	Smarca2	SMARCA2
52125803	Smarca4	SMARCA4
52126974	Smarca5	SMARCA5
52135700	Smarcad1	SMARCAD1
52131727	Smarcal1	SMARCAL1
52129496	Smarcb1	SMARCB1
52135813	Smarcc1	SMARCC1
52125666	Smarcc2	SMARCC2
52125669	Smarcd1	SMARCD1
52144732	Smarcd2	SMARCD2
52135505	Smarcd3	SMARCD3
52125668	Smarce1	SMARCE1
52131976	Smc1a	SMC1A
52129110	Smc2	SMC2
52127251	Smc3	SMC3
52126573	Smc4	SMC4
52133242	Smc5	SMC5
52140180	Smc6	SMC6
52132138	Smchd1	SMCHD1
52134931	Smco4	SMCO4
52136051	Smcr8	SMCR8
52133942	Smdt1	SMDT1
52138115	Smg1	SMG1
52137946	Smg5	SMG5
52135133	Smg6	SMG6
52128527	Smg7	SMG7
52134136	Smg8	SMG8
52130254	Smg9	SMG9
52135398	Smim1	SMIM1
52129897	Smim12	SMIM12
52134911	Smim13	SMIM13
52138420	Smim15	SMIM15
52137951	Smim19	SMIM19
52140820	Smim20	SMIM20
52144742	Smim22	SMIM22
52144745	Smim3	SMIM3
52133847	Smim5	SMIM5
52130344	Smim7	SMIM7
52130319	Smim8	SMIM8
52136085	Smndc1	SMNDC1
52126967	Smo	SMO
52140577	Smoc1	SMOC1
52126421	Smoc2	SMOC2
52126092	Smox	SMOX
52134641	Smpd1	SMPD1
52132655	Smpd2	SMPD2
52132654	Smpd3	SMPD3
52136783	Smpd4	SMPD4
52134247	Smpdl3a	SMPDL3A
52131575	Smpdl3b	SMPDL3B
52139353	Smpx	SMPX
52139305	Sms	SMS
52134250	Smtn	SMTN
52137081	Smtnl2	SMTNL2
52136056	Smu1	SMU1
52130280	Smug1	SMUG1
52136807	Smurf1	SMURF1
52136949	Smurf2	SMURF2
52131738	Smyd2	SMYD2
52138000	Smyd3	SMYD3
52136057	Smyd4	SMYD4
52137578	Smyd5	SMYD5
52126175	Snai2	SNAI2
52138215	Snai3	SNAI3
52138758	Snap23	SNAP23
52128235	Snap25	SNAP25
52129595	Snap29	SNAP29
52138154	Snap47	SNAP47
52136058	Snapc1	SNAPC1
52140680	Snapc2	SNAPC2
52136629	Snapc3	SNAPC3
52129872	Snapc4	SNAPC4
52131596	Snapc5	SNAPC5
52135351	Snapin	SNAPIN
52144765	Snca	SNCA
52139074	Sncb	SNCB
52132940	Snd1	SND1
52140506	Sned1	SNED1
52137492	Snf8	SNF8
52144768	Snhg12	SNHG12
52144779	Snhg9	SNHG9
52139935	Snip1	SNIP1
52130168	Snn	SNN
52134421	Snph	SNPH
52136060	Snrk	SNRK
52128973	Snrnp200	SNRNP200
52137826	Snrnp25	SNRNP25
52139511	Snrnp27	SNRNP27
52137871	Snrnp35	SNRNP35
52136607	Snrnp40	SNRNP40
52129647	Snrnp48	SNRNP48
52136061	Snrnp70	SNRNP70
52129326	Snrpa	SNRPA
52131685	Snrpa1	SNRPA1
52139210	Snrpb	SNRPB
52131800	Snrpb2	SNRPB2
52126993	Snrpc	SNRPC
52126975	Snrpd1	SNRPD1
52131455	Snrpd2	SNRPD2
52136671	Snrpd3	SNRPD3
52138864	Snrpe	SNRPE
52136062	Snrpf	SNRPF
52140725	Snta1	SNTA1
52139482	Sntb1	SNTB1
52134097	Sntb2	SNTB2
52133378	Snupn	SNUPN
52128853	Snw1	SNW1
52127384	Snx1	SNX1
52131903	Snx10	SNX10
52131804	Snx11	SNX11
52129203	Snx12	SNX12
52137924	Snx13	SNX13
52134499	Snx14	SNX14
52139223	Snx16	SNX16
52133824	Snx17	SNX17
52135215	Snx18	SNX18
52135048	Snx19	SNX19
52138017	Snx2	SNX2
52140498	Snx20	SNX20
52138187	Snx21	SNX21
52131435	Snx22	SNX22
52137973	Snx24	SNX24
52140749	Snx25	SNX25
52135861	Snx27	SNX27
52136859	Snx3	SNX3
52137888	Snx30	SNX30
52144794	Snx32	SNX32
52131715	Snx33	SNX33
52131497	Snx4	SNX4
52131131	Snx5	SNX5
52128449	Snx6	SNX6
52139489	Snx7	SNX7
52126095	Snx8	SNX8
52135883	Snx9	SNX9
52135345	Soat1	SOAT1
52125165	Soat2	SOAT2
52134028	Sobp	SOBP
52134829	Socs1	SOCS1
52135251	Socs2	SOCS2
52130040	Socs3	SOCS3
52136064	Socs4	SOCS4
52136065	Socs5	SOCS5
52136066	Socs6	SOCS6
52138609	Socs7	SOCS7
52127297	Sod1	SOD1
52126412	Sod2	SOD2
52128700	Sod3	SOD3
52129399	Son	SON
52144796	Sorbs1	SORBS1
52125486	Sorbs2	SORBS2
52135107	Sorbs3	SORBS3
52139644	Sorcs2	SORCS2
52134343	Sorcs3	SORCS3
52138914	Sord	SORD
52131505	Sorl1	SORL1
52136070	Sort1	SORT1
52130216	Sos1	SOS1
52134729	Sos2	SOS2
52125412	Sowaha	SOWAHA
52144797	Sowahb	SOWAHB
52138327	Sowahc	SOWAHC
52125029	Sox12	SOX12
52133562	Sox13	SOX13
52136072	Sox21	SOX21
52136073	Sox4	SOX4
52131123	Sox5	SOX5
52129423	Sox6	SOX6
52136074	Sox8	SOX8
52128777	Sox9	SOX9
52129325	Sp1	SP1
52144802	Sp110	SP110
52140289	Sp2	SP2
52129059	Sp3	SP3
52139794	Sp4	SP4
52125846	Sp5	SP5
52139213	Sp6	SP6
52139292	Sp9	SP9
52138243	Spa17	SPA17
52132323	Spaca3	SPACA3
52126135	Spag1	SPAG1
52135290	Spag17	SPAG17
52144809	Spag4	SPAG4
52144810	Spag5	SPAG5
52139086	Spag7	SPAG7
52140912	Spag8	SPAG8
52136076	Spag9	SPAG9
52136087	Spast	SPAST
52135283	Spata1	SPATA1
52135564	Spata13	SPATA13
52140648	Spata17	SPATA17
52138480	Spata2	SPATA2
52144814	Spata22	SPATA22
52144815	Spata24	SPATA24
52135396	Spata2l	SPATA2L
52144832	Spata33	SPATA33
52137728	Spata6	SPATA6
52134696	Spata7	SPATA7
52144834	Spata9	SPATA9
52144836	Spatc1l	SPATC1L
52130871	Spats2	SPATS2
52130870	Spats2l	SPATS2L
52136942	Spc24	SPC24
52131397	Spc25	SPC25
52128514	Spcs1	SPCS1
52136662	Spcs2	SPCS2
52139270	Spcs3	SPCS3
52144838	Spdef	SPDEF
52131096	Spdl1	SPDL1
52137508	Spdya	SPDYA
52135056	Specc1	SPECC1
52127378	Specc1l	SPECC1L
52139090	Spef1	SPEF1
52131791	Spen	SPEN
52136082	Spg11	SPG11
52137098	Spg21	SPG21
52129684	Spg7	SPG7
52144845	Sphk1	SPHK1
52135589	Sphk2	SPHK2
52135356	Sphkap	SPHKAP
52126133	Spi1	SPI1
52144846	Spib	SPIB
52126741	Spice1	SPICE1
52130630	Spidr	SPIDR
52144847	Spin1	SPIN1
52137779	Spin4	SPIN4
52135265	Spink2	SPINK2
52140817	Spink4	SPINK4
52130855	Spint1	SPINT1
52128916	Spint2	SPINT2
52134388	Spire1	SPIRE1
52137585	Spire2	SPIRE2
52128298	Spns1	SPNS1
52129882	Spns2	SPNS2
52133880	Spns3	SPNS3
52139260	Spo11	SPO11
52131814	Spock2	SPOCK2
52130487	Spon1	SPON1
52128284	Spon2	SPON2
52131496	Spopl	SPOPL
52144878	Spp1	SPP1
52135238	Spp2	SPP2
52138006	Sppl2a	SPPL2A
52136995	Sppl2b	SPPL2B
52129127	Sppl3	SPPL3
52130297	Spr	SPR
52128757	Spred1	SPRED1
52129120	Spred2	SPRED2
52134547	Spred3	SPRED3
52140911	Sprtn	SPRTN
52136089	Spry1	SPRY1
52137333	Spry2	SPRY2
52126433	Spry4	SPRY4
52138533	Spryd3	SPRYD3
52139571	Spryd4	SPRYD4
52129638	Spryd7	SPRYD7
52129939	Spsb1	SPSB1
52144889	Spsb2	SPSB2
52129582	Spsb3	SPSB3
52135921	Spsb4	SPSB4
52144890	Spta1	SPTA1
52125364	Sptan1	SPTAN1
52125834	Sptb	SPTB
52128816	Sptbn1	SPTBN1
52128895	Sptbn2	SPTBN2
52135521	Sptbn4	SPTBN4
52129577	Sptlc1	SPTLC1
52136090	Sptlc2	SPTLC2
52138079	Sptssb	SPTSSB
52136728	Spty2d1	SPTY2D1
52134849	Sqle	SQLE
52132954	Sqstm1	SQSTM1
52139306	Sra1	SRA1
52133882	Srbd1	SRBD1
52129517	Src	SRC
52138250	Srd5a1	SRD5A1
52130134	Srd5a3	SRD5A3
52136093	Srebf1	SREBF1
52138334	Srebf2	SREBF2
52137441	Srek1	SREK1
52137988	Srek1ip1	SREK1IP1
52127928	Srf	SRF
52129514	Srfbp1	SRFBP1
52133913	Srgap1	SRGAP1
52136095	Srgap2	SRGAP2
52144893	Srgap3	SRGAP3
52130395	Srgn	SRGN
52144894	Sri	SRI
52129081	Srl	SRL
52144895	Srm	SRM
52137863	Srp14	SRP14
52138953	Srp19	SRP19
52139503	Srp68	SRP68
52137180	Srp72	SRP72
52138861	Srp9	SRP9
52136096	Srpk1	SRPK1
52136016	Srpk2	SRPK2
52140527	Srpk3	SRPK3
52137327	Srprb	SRPRB
52134791	Srpx2	SRPX2
52134864	Srr	SRR
52138248	Srrd	SRRD
52136822	Srrm1	SRRM1
52137672	Srrm2	SRRM2
52136017	Srrm3	SRRM3
52125537	Srrt	SRRT
52133651	Srsf1	SRSF1
52133951	Srsf10	SRSF10
52133653	Srsf11	SRSF11
52144896	Srsf12	SRSF12
52130929	Srsf2	SRSF2
52133656	Srsf3	SRSF3
52133657	Srsf4	SRSF4
52128900	Srsf5	SRSF5
52128396	Srsf6	SRSF6
52128870	Srsf7	SRSF7
52139230	Srsf9	SRSF9
52137150	Ss18	SS18
52144898	Ss18l1	SS18L1
52136773	Ssb	SSB
52137733	Ssbp1	SSBP1
52133937	Ssbp2	SSBP2
52131048	Ssbp3	SSBP3
52144899	Ssbp4	SSBP4
52144901	Ssc5d	SSC5D
52129895	Ssh1	SSH1
52136098	Ssh2	SSH2
52140882	Ssh3	SSH3
52134838	Ssna1	SSNA1
52126551	Ssr1	SSR1
52144903	Ssr2	SSR2
52128684	Ssr3	SSR3
52137153	Ssr4	SSR4
52131651	Ssrp1	SSRP1
52129731	Sst	SST
