module,mouse_symbol,human_symbol,mapped
HALLMARK_INFLAMMATORY_RESPONSE,Axl,AXL,True
HALLMARK_INFLAMMATORY_RESPONSE,Bdkrb1,BDKRB1,True
HALLMARK_INFLAMMATORY_RESPONSE,Best1,BEST1,True
HALLMARK_INFLAMMATORY_RESPONSE,Bst2,BST2,True
HALLMARK_INFLAMMATORY_RESPONSE,Btg2,BTG2,True
HALLMARK_INFLAMMATORY_RESPONSE,C3ar1,C3AR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Calcrl,CALCRL,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl17,CCL17,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl20,CCL20,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl22,CCL22,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl24,CCL24,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl5,CCL5,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccl7,,False
HALLMARK_INFLAMMATORY_RESPONSE,Ccr7,CCR7,True
HALLMARK_INFLAMMATORY_RESPONSE,Ccrl2,CCRL2,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd14,CD14,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd40,CD40,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd48,CD48,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd69,CD69,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd70,CD70,True
HALLMARK_INFLAMMATORY_RESPONSE,Cd82,CD82,True
HALLMARK_INFLAMMATORY_RESPONSE,Cdkn1a,CDKN1A,True
HALLMARK_INFLAMMATORY_RESPONSE,Chst2,CHST2,True
HALLMARK_INFLAMMATORY_RESPONSE,Clec5a,CLEC5A,True
HALLMARK_INFLAMMATORY_RESPONSE,Cmklr1,CMKLR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Csf1,CSF1,True
HALLMARK_INFLAMMATORY_RESPONSE,Csf3,CSF3,True
HALLMARK_INFLAMMATORY_RESPONSE,Csf3r,CSF3R,True
HALLMARK_INFLAMMATORY_RESPONSE,Cx3cl1,CX3CL1,True
HALLMARK_INFLAMMATORY_RESPONSE,Cxcl10,CXCL10,True
HALLMARK_INFLAMMATORY_RESPONSE,Cxcl11,CXCL11,True
HALLMARK_INFLAMMATORY_RESPONSE,Cxcl15,,False
HALLMARK_INFLAMMATORY_RESPONSE,Cxcl5,,False
HALLMARK_INFLAMMATORY_RESPONSE,Cxcl9,CXCL9,True
HALLMARK_INFLAMMATORY_RESPONSE,Cxcr6,CXCR6,True
HALLMARK_INFLAMMATORY_RESPONSE,Cybb,CYBB,True
HALLMARK_INFLAMMATORY_RESPONSE,Dcbld2,DCBLD2,True
HALLMARK_INFLAMMATORY_RESPONSE,Ebi3,EBI3,True
HALLMARK_INFLAMMATORY_RESPONSE,Edn1,EDN1,True
HALLMARK_INFLAMMATORY_RESPONSE,Eif2ak2,EIF2AK2,True
HALLMARK_INFLAMMATORY_RESPONSE,Emp3,EMP3,True
HALLMARK_INFLAMMATORY_RESPONSE,Ereg,EREG,True
HALLMARK_INFLAMMATORY_RESPONSE,F3,F3,True
HALLMARK_INFLAMMATORY_RESPONSE,Ffar2,FFAR2,True
HALLMARK_INFLAMMATORY_RESPONSE,Fpr1,FPR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Fzd5,FZD5,True
HALLMARK_INFLAMMATORY_RESPONSE,Gabbr1,GABBR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Gch1,GCH1,True
HALLMARK_INFLAMMATORY_RESPONSE,Gna15,GNA15,True
HALLMARK_INFLAMMATORY_RESPONSE,Gnai3,,False
HALLMARK_INFLAMMATORY_RESPONSE,Gp1ba,GP1BA,True
HALLMARK_INFLAMMATORY_RESPONSE,Gpc3,GPC3,True
HALLMARK_INFLAMMATORY_RESPONSE,Gpr132,GPR132,True
HALLMARK_INFLAMMATORY_RESPONSE,Gpr183,GPR183,True
HALLMARK_INFLAMMATORY_RESPONSE,Has2,HAS2,True
HALLMARK_INFLAMMATORY_RESPONSE,Hbegf,HBEGF,True
HALLMARK_INFLAMMATORY_RESPONSE,Hif1a,HIF1A,True
HALLMARK_INFLAMMATORY_RESPONSE,Hpn,HPN,True
HALLMARK_INFLAMMATORY_RESPONSE,Hrh1,HRH1,True
HALLMARK_INFLAMMATORY_RESPONSE,Icam1,ICAM1,True
HALLMARK_INFLAMMATORY_RESPONSE,Icam4,ICAM4,True
HALLMARK_INFLAMMATORY_RESPONSE,Icosl,,False
HALLMARK_INFLAMMATORY_RESPONSE,Ifitm1,,False
HALLMARK_INFLAMMATORY_RESPONSE,Ifnar1,IFNAR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Ifngr2,IFNGR2,True
HALLMARK_INFLAMMATORY_RESPONSE,Il10,IL10,True
HALLMARK_INFLAMMATORY_RESPONSE,Il10ra,IL10RA,True
HALLMARK_INFLAMMATORY_RESPONSE,Il12b,IL12B,True
HALLMARK_INFLAMMATORY_RESPONSE,Il15,IL15,True
HALLMARK_INFLAMMATORY_RESPONSE,Il15ra,IL15RA,True
HALLMARK_INFLAMMATORY_RESPONSE,Il18,IL18,True
HALLMARK_INFLAMMATORY_RESPONSE,Il18r1,IL18R1,True
HALLMARK_INFLAMMATORY_RESPONSE,Il18rap,IL18RAP,True
HALLMARK_INFLAMMATORY_RESPONSE,Il1a,IL1A,True
HALLMARK_INFLAMMATORY_RESPONSE,Il1b,IL1B,True
HALLMARK_INFLAMMATORY_RESPONSE,Il1r1,IL1R1,True
HALLMARK_INFLAMMATORY_RESPONSE,Il2rb,IL2RB,True
HALLMARK_INFLAMMATORY_RESPONSE,Il4ra,IL4R,True
HALLMARK_INFLAMMATORY_RESPONSE,Il6,IL6,True
HALLMARK_INFLAMMATORY_RESPONSE,Il7r,IL7R,True
HALLMARK_INFLAMMATORY_RESPONSE,Inhba,INHBA,True
HALLMARK_INFLAMMATORY_RESPONSE,Irak2,IRAK2,True
HALLMARK_INFLAMMATORY_RESPONSE,Irf1,IRF1,True
HALLMARK_INFLAMMATORY_RESPONSE,Irf7,IRF7,True
HALLMARK_INFLAMMATORY_RESPONSE,Itga5,ITGA5,True
HALLMARK_INFLAMMATORY_RESPONSE,Itgb3,ITGB3,True
HALLMARK_INFLAMMATORY_RESPONSE,Itgb8,ITGB8,True
HALLMARK_INFLAMMATORY_RESPONSE,Kcna3,KCNA3,True
HALLMARK_INFLAMMATORY_RESPONSE,Kcnj2,KCNJ2,True
HALLMARK_INFLAMMATORY_RESPONSE,Kcnmb2,KCNMB2,True
HALLMARK_INFLAMMATORY_RESPONSE,Kif1b,KIF1B,True
HALLMARK_INFLAMMATORY_RESPONSE,Klf6,KLF6,True
HALLMARK_INFLAMMATORY_RESPONSE,Lamp3,LAMP3,True
HALLMARK_INFLAMMATORY_RESPONSE,Lck,LCK,True
HALLMARK_INFLAMMATORY_RESPONSE,Lcp2,LCP2,True
HALLMARK_INFLAMMATORY_RESPONSE,Ldlr,LDLR,True
HALLMARK_INFLAMMATORY_RESPONSE,Lif,LIF,True
HALLMARK_INFLAMMATORY_RESPONSE,Lpar1,LPAR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Lta,LTA,True
HALLMARK_INFLAMMATORY_RESPONSE,Ly6e,LY6E,True
HALLMARK_INFLAMMATORY_RESPONSE,Lyn,LYN,True
HALLMARK_INFLAMMATORY_RESPONSE,Marco,MARCO,True
HALLMARK_INFLAMMATORY_RESPONSE,Mefv,MEFV,True
HALLMARK_INFLAMMATORY_RESPONSE,Mep1a,MEP1A,True
HALLMARK_INFLAMMATORY_RESPONSE,Met,MET,True
HALLMARK_INFLAMMATORY_RESPONSE,Mmp14,MMP14,True
HALLMARK_INFLAMMATORY_RESPONSE,Msr1,MSR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Mxd1,MXD1,True
HALLMARK_INFLAMMATORY_RESPONSE,Myc,MYC,True
HALLMARK_INFLAMMATORY_RESPONSE,Nampt,NAMPT,True
HALLMARK_INFLAMMATORY_RESPONSE,Ndp,NDP,True
HALLMARK_INFLAMMATORY_RESPONSE,Nfkb1,NFKB1,True
HALLMARK_INFLAMMATORY_RESPONSE,Nfkbia,NFKBIA,True
HALLMARK_INFLAMMATORY_RESPONSE,Nlrp3,NLRP3,True
HALLMARK_INFLAMMATORY_RESPONSE,Nmi,NMI,True
HALLMARK_INFLAMMATORY_RESPONSE,Nmur1,NMUR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Nod2,NOD2,True
HALLMARK_INFLAMMATORY_RESPONSE,Npffr2,NPFFR2,True
HALLMARK_INFLAMMATORY_RESPONSE,Olr1,OLR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Oprk1,OPRK1,True
HALLMARK_INFLAMMATORY_RESPONSE,Osm,OSM,True
HALLMARK_INFLAMMATORY_RESPONSE,Osmr,OSMR,True
HALLMARK_INFLAMMATORY_RESPONSE,P2rx4,P2RX4,True
HALLMARK_INFLAMMATORY_RESPONSE,P2rx7,P2RX7,True
HALLMARK_INFLAMMATORY_RESPONSE,P2ry2,P2RY2,True
HALLMARK_INFLAMMATORY_RESPONSE,Pcdh7,PCDH7,True
HALLMARK_INFLAMMATORY_RESPONSE,Pde4b,PDE4B,True
HALLMARK_INFLAMMATORY_RESPONSE,Pdpn,PDPN,True
HALLMARK_INFLAMMATORY_RESPONSE,Pik3r5,PIK3R5,True
HALLMARK_INFLAMMATORY_RESPONSE,Plaur,PLAUR,True
HALLMARK_INFLAMMATORY_RESPONSE,Prok2,PROK2,True
HALLMARK_INFLAMMATORY_RESPONSE,Psen1,PSEN1,True
HALLMARK_INFLAMMATORY_RESPONSE,Ptafr,PTAFR,True
HALLMARK_INFLAMMATORY_RESPONSE,Ptger2,PTGER2,True
HALLMARK_INFLAMMATORY_RESPONSE,Ptger4,PTGER4,True
HALLMARK_INFLAMMATORY_RESPONSE,Ptgir,PTGIR,True
HALLMARK_INFLAMMATORY_RESPONSE,Ptpre,PTPRE,True
HALLMARK_INFLAMMATORY_RESPONSE,Pvr,PVR,True
HALLMARK_INFLAMMATORY_RESPONSE,Raf1,RAF1,True
HALLMARK_INFLAMMATORY_RESPONSE,Rasgrp1,RASGRP1,True
HALLMARK_INFLAMMATORY_RESPONSE,Rela,RELA,True
HALLMARK_INFLAMMATORY_RESPONSE,Rgs1,RGS1,True
HALLMARK_INFLAMMATORY_RESPONSE,Rgs16,RGS16,True
HALLMARK_INFLAMMATORY_RESPONSE,Rhog,RHOG,True
HALLMARK_INFLAMMATORY_RESPONSE,Ripk2,RIPK2,True
HALLMARK_INFLAMMATORY_RESPONSE,Rnf144b,RNF144B,True
HALLMARK_INFLAMMATORY_RESPONSE,Ros1,ROS1,True
HALLMARK_INFLAMMATORY_RESPONSE,Rtp4,RTP4,True
HALLMARK_INFLAMMATORY_RESPONSE,Scarf1,SCARF1,True
HALLMARK_INFLAMMATORY_RESPONSE,Scn1b,SCN1B,True
HALLMARK_INFLAMMATORY_RESPONSE,Sele,SELE,True
HALLMARK_INFLAMMATORY_RESPONSE,Selenos,SELENOS,True
HALLMARK_INFLAMMATORY_RESPONSE,Sell,SELL,True
HALLMARK_INFLAMMATORY_RESPONSE,Sema4d,SEMA4D,True
HALLMARK_INFLAMMATORY_RESPONSE,Serpine1,SERPINE1,True
HALLMARK_INFLAMMATORY_RESPONSE,Sgms2,SGMS2,True
HALLMARK_INFLAMMATORY_RESPONSE,Slamf1,SLAMF1,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc11a2,SLC11A2,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc1a2,SLC1A2,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc28a2,,False
HALLMARK_INFLAMMATORY_RESPONSE,Slc31a1,SLC31A1,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc31a2,SLC31A2,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc4a4,SLC4A4,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc7a1,SLC7A1,True
HALLMARK_INFLAMMATORY_RESPONSE,Slc7a2,SLC7A2,True
HALLMARK_INFLAMMATORY_RESPONSE,Sphk1,SPHK1,True
HALLMARK_INFLAMMATORY_RESPONSE,Sri,SRI,True
HALLMARK_INFLAMMATORY_RESPONSE,Stab1,STAB1,True
HALLMARK_INFLAMMATORY_RESPONSE,Tacr1,TACR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Tacr3,TACR3,True
HALLMARK_INFLAMMATORY_RESPONSE,Tapbp,TAPBP,True
HALLMARK_INFLAMMATORY_RESPONSE,Timp1,TIMP1,True
HALLMARK_INFLAMMATORY_RESPONSE,Tlr1,TLR1,True
HALLMARK_INFLAMMATORY_RESPONSE,Tlr2,TLR2,True
HALLMARK_INFLAMMATORY_RESPONSE,Tlr3,TLR3,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfaip6,TNFAIP6,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfrsf1b,TNFRSF1B,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfrsf9,TNFRSF9,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfsf10,TNFSF10,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfsf15,TNFSF15,True
HALLMARK_INFLAMMATORY_RESPONSE,Tnfsf9,TNFSF9,True
HALLMARK_INFLAMMATORY_RESPONSE,Tpbg,TPBG,True
HALLMARK_INFLAMMATORY_RESPONSE,Vip,VIP,True
HALLMARK_P53_PATHWAY,Abat,ABAT,True
HALLMARK_P53_PATHWAY,Abcc5,ABCC5,True
HALLMARK_P53_PATHWAY,Abhd4,ABHD4,True
HALLMARK_P53_PATHWAY,Acvr1b,ACVR1B,True
HALLMARK_P53_PATHWAY,Ada,ADA,True
HALLMARK_P53_PATHWAY,Aen,AEN,True
HALLMARK_P53_PATHWAY,Ak1,AK1,True
HALLMARK_P53_PATHWAY,Alox8,ALOX15B,True
HALLMARK_P53_PATHWAY,Ankra2,ANKRA2,True
HALLMARK_P53_PATHWAY,Apaf1,APAF1,True
HALLMARK_P53_PATHWAY,App,APP,True
HALLMARK_P53_PATHWAY,Atf3,ATF3,True
HALLMARK_P53_PATHWAY,Baiap2,BAIAP2,True
HALLMARK_P53_PATHWAY,Bak1,BAK1,True
HALLMARK_P53_PATHWAY,Bax,BAX,True
HALLMARK_P53_PATHWAY,Blcap,BLCAP,True
HALLMARK_P53_PATHWAY,Bmp2,BMP2,True
HALLMARK_P53_PATHWAY,Btg1,,False
HALLMARK_P53_PATHWAY,Btg2,BTG2,True
HALLMARK_P53_PATHWAY,Casp1,,False
HALLMARK_P53_PATHWAY,Ccnd2,CCND2,True
HALLMARK_P53_PATHWAY,Ccnd3,CCND3,True
HALLMARK_P53_PATHWAY,Ccng1,CCNG1,True
HALLMARK_P53_PATHWAY,Ccnk,CCNK,True
HALLMARK_P53_PATHWAY,Ccp110,CCP110,True
HALLMARK_P53_PATHWAY,Cd81,CD81,True
HALLMARK_P53_PATHWAY,Cd82,CD82,True
HALLMARK_P53_PATHWAY,Cdh13,CDH13,True
HALLMARK_P53_PATHWAY,Cdk5r1,CDK5R1,True
HALLMARK_P53_PATHWAY,Cdkn1a,CDKN1A,True
HALLMARK_P53_PATHWAY,Cdkn2a,CDKN2A,True
HALLMARK_P53_PATHWAY,Cdkn2aip,CDKN2AIP,True
HALLMARK_P53_PATHWAY,Cdkn2b,CDKN2B,True
HALLMARK_P53_PATHWAY,Cebpa,CEBPA,True
HALLMARK_P53_PATHWAY,Cgrrf1,CGRRF1,True
HALLMARK_P53_PATHWAY,Clca2,CLCA2,True
HALLMARK_P53_PATHWAY,Coq8a,COQ8A,True
HALLMARK_P53_PATHWAY,Csrnp2,CSRNP2,True
HALLMARK_P53_PATHWAY,Ctsd,CTSD,True
HALLMARK_P53_PATHWAY,Ctsf,CTSF,True
HALLMARK_P53_PATHWAY,Cyfip2,CYFIP2,True
HALLMARK_P53_PATHWAY,Dcxr,DCXR,True
HALLMARK_P53_PATHWAY,Ddb2,DDB2,True
HALLMARK_P53_PATHWAY,Ddit3,DDIT3,True
HALLMARK_P53_PATHWAY,Ddit4,DDIT4,True
HALLMARK_P53_PATHWAY,Def6,DEF6,True
HALLMARK_P53_PATHWAY,Dgka,DGKA,True
HALLMARK_P53_PATHWAY,Dnttip2,DNTTIP2,True
HALLMARK_P53_PATHWAY,Dram1,DRAM1,True
HALLMARK_P53_PATHWAY,Ei24,EI24,True
HALLMARK_P53_PATHWAY,Elp1,ELP1,True
HALLMARK_P53_PATHWAY,Epha2,EPHA2,True
HALLMARK_P53_PATHWAY,Ephx1,EPHX1,True
HALLMARK_P53_PATHWAY,Eps8l2,EPS8L2,True
HALLMARK_P53_PATHWAY,Ercc5,,False
HALLMARK_P53_PATHWAY,F2r,F2R,True
HALLMARK_P53_PATHWAY,Fam162a,FAM162A,True
HALLMARK_P53_PATHWAY,Fas,FAS,True
HALLMARK_P53_PATHWAY,Fbxw7,FBXW7,True
HALLMARK_P53_PATHWAY,Fdxr,FDXR,True
HALLMARK_P53_PATHWAY,Fgf13,FGF13,True
HALLMARK_P53_PATHWAY,Fos,FOS,True
HALLMARK_P53_PATHWAY,Foxo3,FOXO3,True
HALLMARK_P53_PATHWAY,Fuca1,FUCA1,True
HALLMARK_P53_PATHWAY,Gadd45a,GADD45A,True
HALLMARK_P53_PATHWAY,Gls2,GLS2,True
HALLMARK_P53_PATHWAY,Gm2a,GM2A,True
HALLMARK_P53_PATHWAY,Gpx2,GPX2,True
HALLMARK_P53_PATHWAY,H1f2,H1-2,True
HALLMARK_P53_PATHWAY,H2ac25,H2AC25,True
HALLMARK_P53_PATHWAY,H2aj,H2AJ,True
HALLMARK_P53_PATHWAY,Hbegf,HBEGF,True
HALLMARK_P53_PATHWAY,Hdac3,HDAC3,True
HALLMARK_P53_PATHWAY,Hexim1,HEXIM1,True
HALLMARK_P53_PATHWAY,Hint1,HINT1,True
HALLMARK_P53_PATHWAY,Hmox1,HMOX1,True
HALLMARK_P53_PATHWAY,Hras,HRAS,True
HALLMARK_P53_PATHWAY,Hspa4l,HSPA4L,True
HALLMARK_P53_PATHWAY,Ier3,IER3,True
HALLMARK_P53_PATHWAY,Ier5,IER5,True
HALLMARK_P53_PATHWAY,Ifi30,IFI30,True
HALLMARK_P53_PATHWAY,Il1a,IL1A,True
HALLMARK_P53_PATHWAY,Inhbb,INHBB,True
HALLMARK_P53_PATHWAY,Ip6k2,IP6K2,True
HALLMARK_P53_PATHWAY,Irag2,IRAG2,True
HALLMARK_P53_PATHWAY,Irak1,IRAK1,True
HALLMARK_P53_PATHWAY,Iscu,ISCU,True
HALLMARK_P53_PATHWAY,Itgb4,ITGB4,True
HALLMARK_P53_PATHWAY,Jag2,JAG2,True
HALLMARK_P53_PATHWAY,Jun,JUN,True
HALLMARK_P53_PATHWAY,Kif13b,KIF13B,True
HALLMARK_P53_PATHWAY,Klf4,KLF4,True
HALLMARK_P53_PATHWAY,Klk8,KLK8,True
HALLMARK_P53_PATHWAY,Krt17,KRT17,True
HALLMARK_P53_PATHWAY,Ldhb,LDHB,True
HALLMARK_P53_PATHWAY,Lif,LIF,True
HALLMARK_P53_PATHWAY,Mapkapk3,MAPKAPK3,True
HALLMARK_P53_PATHWAY,Mdm2,MDM2,True
HALLMARK_P53_PATHWAY,Mknk2,MKNK2,True
HALLMARK_P53_PATHWAY,Mxd1,MXD1,True
HALLMARK_P53_PATHWAY,Mxd4,MXD4,True
HALLMARK_P53_PATHWAY,Ndrg1,NDRG1,True
HALLMARK_P53_PATHWAY,Nhlh2,NHLH2,True
HALLMARK_P53_PATHWAY,Ninj1,NINJ1,True
HALLMARK_P53_PATHWAY,Nol8,NOL8,True
HALLMARK_P53_PATHWAY,Notch1,NOTCH1,True
HALLMARK_P53_PATHWAY,Nudt15,NUDT15,True
HALLMARK_P53_PATHWAY,Nupr1,NUPR1,True
HALLMARK_P53_PATHWAY,Osgin1,OSGIN1,True
HALLMARK_P53_PATHWAY,Pcna,PCNA,True
HALLMARK_P53_PATHWAY,Pdgfa,PDGFA,True
HALLMARK_P53_PATHWAY,Perp,PERP,True
HALLMARK_P53_PATHWAY,Phlda3,PHLDA3,True
HALLMARK_P53_PATHWAY,Pidd1,PIDD1,True
HALLMARK_P53_PATHWAY,Pitpnc1,PITPNC1,True
HALLMARK_P53_PATHWAY,Plk2,PLK2,True
HALLMARK_P53_PATHWAY,Plk3,PLK3,True
HALLMARK_P53_PATHWAY,Plxnb2,PLXNB2,True
HALLMARK_P53_PATHWAY,Pmm1,PMM1,True
HALLMARK_P53_PATHWAY,Polh,POLH,True
HALLMARK_P53_PATHWAY,Pom121,,False
HALLMARK_P53_PATHWAY,Ppm1d,PPM1D,True
HALLMARK_P53_PATHWAY,Ppp1r15a,PPP1R15A,True
HALLMARK_P53_PATHWAY,Prkab1,PRKAB1,True
HALLMARK_P53_PATHWAY,Prmt2,PRMT2,True
HALLMARK_P53_PATHWAY,Procr,PROCR,True
HALLMARK_P53_PATHWAY,Ptpn14,PTPN14,True
HALLMARK_P53_PATHWAY,Ptpre,PTPRE,True
HALLMARK_P53_PATHWAY,Pvt1,,False
HALLMARK_P53_PATHWAY,Rab40c,RAB40C,True
HALLMARK_P53_PATHWAY,Rack1,RACK1,True
HALLMARK_P53_PATHWAY,Rad51c,RAD51C,True
HALLMARK_P53_PATHWAY,Rad9a,RAD9A,True
HALLMARK_P53_PATHWAY,Ralgds,RALGDS,True
HALLMARK_P53_PATHWAY,Rap2b,RAP2B,True
HALLMARK_P53_PATHWAY,Rb1,RB1,True
HALLMARK_P53_PATHWAY,Rchy1,RCHY1,True
HALLMARK_P53_PATHWAY,Retsat,RETSAT,True
HALLMARK_P53_PATHWAY,Rgs16,RGS16,True
HALLMARK_P53_PATHWAY,Rhbdf2,RHBDF2,True
HALLMARK_P53_PATHWAY,Rnf19b,RNF19B,True
HALLMARK_P53_PATHWAY,Rpl18,RPL18,True
HALLMARK_P53_PATHWAY,Rpl36,RPL36,True
HALLMARK_P53_PATHWAY,Rps12,RPS12,True
HALLMARK_P53_PATHWAY,Rps27l,RPS27L,True
HALLMARK_P53_PATHWAY,Rrad,RRAD,True
HALLMARK_P53_PATHWAY,Rrp8,RRP8,True
HALLMARK_P53_PATHWAY,Rxra,RXRA,True
HALLMARK_P53_PATHWAY,S100a10,S100A10,True
HALLMARK_P53_PATHWAY,S100a4,S100A4,True
HALLMARK_P53_PATHWAY,Sat1,SAT1,True
HALLMARK_P53_PATHWAY,Sdc1,SDC1,True
HALLMARK_P53_PATHWAY,Sec61a1,SEC61A1,True
HALLMARK_P53_PATHWAY,Serpinb5,SERPINB5,True
HALLMARK_P53_PATHWAY,Sertad3,SERTAD3,True
HALLMARK_P53_PATHWAY,Sesn1,SESN1,True
HALLMARK_P53_PATHWAY,Sfn,SFN,True
HALLMARK_P53_PATHWAY,Slc19a2,SLC19A2,True
HALLMARK_P53_PATHWAY,Slc35d1,SLC35D1,True
HALLMARK_P53_PATHWAY,Slc3a2,SLC3A2,True
HALLMARK_P53_PATHWAY,Slc7a11,SLC7A11,True
HALLMARK_P53_PATHWAY,Socs1,SOCS1,True
HALLMARK_P53_PATHWAY,Sp1,SP1,True
HALLMARK_P53_PATHWAY,Sphk1,SPHK1,True
HALLMARK_P53_PATHWAY,St14,ST14,True
HALLMARK_P53_PATHWAY,Steap3,STEAP3,True
HALLMARK_P53_PATHWAY,Stom,STOM,True
HALLMARK_P53_PATHWAY,Tap1,TAP1,True
HALLMARK_P53_PATHWAY,Tax1bp3,TAX1BP3,True
HALLMARK_P53_PATHWAY,Tchh,TCHH,True
HALLMARK_P53_PATHWAY,Tcn2,TCN2,True
HALLMARK_P53_PATHWAY,Tgfa,TGFA,True
HALLMARK_P53_PATHWAY,Tgfb1,TGFB1,True
HALLMARK_P53_PATHWAY,Tm4sf1,TM4SF1,True
HALLMARK_P53_PATHWAY,Tm7sf3,TM7SF3,True
HALLMARK_P53_PATHWAY,Tnfsf9,TNFSF9,True
HALLMARK_P53_PATHWAY,Tnni1,TNNI1,True
HALLMARK_P53_PATHWAY,Tob1,TOB1,True
HALLMARK_P53_PATHWAY,Tpd52l1,TPD52L1,True
HALLMARK_P53_PATHWAY,Tprkb,TPRKB,True
HALLMARK_P53_PATHWAY,Traf4,TRAF4,True
HALLMARK_P53_PATHWAY,Trafd1,TRAFD1,True
HALLMARK_P53_PATHWAY,Triap1,TRIAP1,True
HALLMARK_P53_PATHWAY,Trib3,TRIB3,True
HALLMARK_P53_PATHWAY,Trp53,TP53,True
HALLMARK_P53_PATHWAY,Trp63,TP63,True
HALLMARK_P53_PATHWAY,Tsc22d1,TSC22D1,True
HALLMARK_P53_PATHWAY,Tspyl2,TSPYL2,True
HALLMARK_P53_PATHWAY,Txnip,TXNIP,True
HALLMARK_P53_PATHWAY,Upp1,UPP1,True
HALLMARK_P53_PATHWAY,Vamp8,VAMP8,True
HALLMARK_P53_PATHWAY,Vdr,VDR,True
HALLMARK_P53_PATHWAY,Vwa5a,,False
HALLMARK_P53_PATHWAY,Wrap73,WRAP73,True
HALLMARK_P53_PATHWAY,Wwp1,WWP1,True
HALLMARK_P53_PATHWAY,Xpc,XPC,True
HALLMARK_P53_PATHWAY,Zbtb16,ZBTB16,True
HALLMARK_P53_PATHWAY,Zfp365,ZNF365,True
HALLMARK_P53_PATHWAY,Zfp36l1,ZFP36L1,True
HALLMARK_P53_PATHWAY,Zmat3,ZMAT3,True
Han_ISR_source_symbols,Trib3,TRIB3,True
Han_ISR_source_symbols,Chac1,CHAC1,True
Han_ISR_source_symbols,Mthfd2,MTHFD2,True
Han_ISR_source_symbols,Slc7a5,SLC7A5,True
Han_ISR_source_symbols,Eif4ebp1,EIF4EBP1,True
Han_ISR_source_symbols,Ddit3,DDIT3,True
Han_ISR_source_symbols,Slc1a4,SLC1A4,True
Han_ISR_source_symbols,Atf5,ATF5,True
Han_ISR_source_symbols,Sesn2,SESN2,True
Han_ISR_source_symbols,Asns,ASNS,True
Han_ISR_source_symbols,Gars,GARS1,True
Han_ISR_source_symbols,Herpud1,HERPUD1,True
Han_ISR_source_symbols,Ppp1r15a,PPP1R15A,True
Han_ISR_source_symbols,Atf3,ATF3,True
Han_ISR_source_symbols,Gadd45a,GADD45A,True
Han_ISR_source_symbols,Slc1a5,SLC1A5,True
Han_ISR_source_symbols,Atf6,ATF6,True
Han_ISR_source_symbols,Slc3a2,SLC3A2,True
Han_ISR_source_symbols,Cyb5r1,CYB5R1,True
Han_ISR_source_symbols,Aldh18a1,ALDH18A1,True
Han_ISR_source_symbols,Rhbdd1,RHBDD1,True
Han_ISR_source_symbols,Nupr1,NUPR1,True
Han_ISR_source_symbols,Phgdh,PHGDH,True
Han_ISR_source_symbols,Slc7a11,SLC7A11,True
Han_ISR_source_symbols,Hmox1,HMOX1,True
Han_ISR_source_symbols,Cdkn1a,CDKN1A,True
Han_ISR_source_symbols,Nars,,False
Han_ISR_source_symbols,Aars,,False
Han_ISR_source_symbols,Psph,PSPH,True
Han_ISR_source_symbols,Sars,,False
Han_ISR_source_symbols,Iars,,False
Han_ISR_source_symbols,Lars,,False
Han_ISR_source_symbols,Slc6a9,SLC6A9,True
Han_ISR_source_symbols,Yars,,False
Han_ISR_source_symbols,Cth,CTH,True
Han_ISR_source_symbols,Aldh1l2,ALDH1L2,True
Han_ISR_source_symbols,Pck2,PCK2,True
Han_ISR_source_symbols,Gpt2,GPT2,True
Han_ISR_source_symbols,Phf10,PHF10,True
Han_ISR_source_symbols,Tars,,False
Han_ISR_source_symbols,Eif3c,,False
Han_ISR_source_symbols,Hax1,HAX1,True
